Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA,LMA,ADX,up
2021-02-17,49.77,51.189999,44.560001,45.939999,45.939999,9186800.0,45.962589619904705,110.88791273660699,78.88647528680542,26.642816059978156,0
2021-02-17,49.75222225,51.15777677777778,44.505695458333335,45.867082333333336,45.867082333333336,9186800.0,45.953697701880486,110.59078447398575,78.89972316442244,26.625878460041704,0
2021-02-17,49.7344445,51.12555455555555,44.45138991666666,45.794165666666665,45.794165666666665,9186800.0,45.94480039866755,110.29570454695752,78.91293651271205,26.608973952886565,0
2021-02-17,49.71666675,51.093332333333336,44.397084375,45.721249,45.721249,9186800.0,45.935897709758926,110.00267295552233,78.92611533167425,26.592102515935643,0
2021-02-17,49.698889,51.06111011111111,44.342778833333334,45.648332333333336,45.648332333333336,9186800.0,45.926989634652365,109.71168969968019,78.93925962130903,26.575264126635894,0
2021-02-17,49.68111125,51.02888788888889,44.28847329166667,45.575415666666665,45.575415666666665,9186800.0,45.918076172850284,109.42275477943106,78.95236938161639,26.55845876245828,0
2021-02-17,49.6633335,50.996665666666665,44.23416775,45.502499,45.502499,9186800.0,45.909157323859844,109.13586819477497,78.96544461259633,26.54168640089775,0
2021-02-17,49.64555575,50.96444344444444,44.17986220833333,45.429582333333336,45.429582333333336,9186800.0,45.90023308719289,108.85102994571193,78.97848531424886,26.524947019473196,0
2021-02-17,49.627778000000006,50.932221222222225,44.12555666666667,45.356665666666665,45.356665666666665,9186800.0,45.891303462366,108.56824003224192,78.99149148657396,26.508240595727425,0
2021-02-17,49.610000250000006,50.899999,44.071251125,45.283749,45.283749,9186800.0,45.88236844890049,108.28749845436492,79.00446312957165,26.49156710722714,0
2021-02-17,49.592222500000005,50.86777677777778,44.01694558333333,45.210832333333336,45.210832333333336,9186800.0,45.873428046322395,108.00880521208097,79.01740024324192,26.47492653156289,0
2021-02-17,49.574444750000005,50.835554555555554,43.96264004166667,45.137915666666665,45.137915666666665,9186800.0,45.86448225416251,107.73216030539005,79.03030282758478,26.458318846349048,0
2021-02-17,49.556667000000004,50.80333233333333,43.9083345,45.064999,45.064999,9186800.0,45.85553107195636,107.45756373429217,79.04317088260021,26.441744029223774,0
2021-02-17,49.538889250000004,50.77111011111111,43.85402895833333,44.992082333333336,44.992082333333336,9186800.0,45.8465744992442,107.18501549878731,79.05600440828822,26.425202057848985,0
2021-02-17,49.5211115,50.73888788888889,43.799723416666666,44.919165666666665,44.919165666666665,9186800.0,45.837612535571104,106.9145155988755,79.06880340464882,26.408692909910332,0
2021-02-17,49.50333375,50.706665666666666,43.745417875,44.846249,44.846249,9186800.0,45.828645180486866,106.64606403455672,79.081567871682,26.392216563117156,0
2021-02-17,49.485556,50.67444344444444,43.691112333333336,44.773332333333336,44.773332333333336,9186800.0,45.81967243354607,106.37966080583097,79.09429780938777,26.37577299520246,0
2021-02-17,49.46777825,50.642221222222226,43.636806791666665,44.700415666666665,44.700415666666665,9186800.0,45.810694294308085,106.11530591269825,79.10699321776612,26.359362183922883,0
2021-02-17,49.4500005,50.609999,43.58250125,44.627499,44.627499,9186800.0,45.80171076233704,105.85299935515856,79.11965409681704,26.34298410705866,0
2021-02-17,49.43222275,50.57777677777778,43.528195708333335,44.554582333333336,44.554582333333336,9186800.0,45.792721837201874,105.59274113321193,79.13228044654055,26.32663874241359,0
2021-02-17,49.414445,50.545554555555555,43.47389016666666,44.481665666666665,44.481665666666665,9186800.0,45.78372751847634,105.3345312468583,79.14487226693664,26.31032606781502,0
2021-02-17,49.39666725,50.51333233333333,43.419584625,44.408749,44.408749,9186800.0,45.774727805738976,105.07836969609772,79.15742955800532,26.294046061113793,0
2021-02-17,49.37888950000001,50.481110111111114,43.365279083333334,44.335832333333336,44.335832333333336,9186800.0,45.76572269857312,104.82425648093017,79.16995231974659,26.27779870018423,0
2021-02-17,49.361111750000006,50.44888788888889,43.31097354166667,44.262915666666665,44.262915666666665,9186800.0,45.75671219656696,104.57219160135566,79.18244055216043,26.261583962924096,0
2021-02-17,49.343334000000006,50.41666566666667,43.256668,44.189999,44.189999,9186800.0,45.74769629931348,104.32217505737417,79.19489425524685,26.245401827254554,0
2021-02-17,49.325556250000005,50.38444344444444,43.20236245833333,44.117082333333336,44.117082333333336,9186800.0,45.73867500641052,104.07420684898572,79.20731342900585,26.229252271120163,0
